@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE Winner {H, D, A}
@data
5.58,2.11,1.82,0.77,1.33,1.33,2.27,0.64,1.64,0.91,1,1,2,0.64,0.95,1.55,0.67,1,0.73,1.64,H
1.52,0.5,1.32,0.86,1.33,0.33,1.4,0,1.05,1.05,0.67,0.67,1.2,0.5,1.23,1.77,1.33,1.67,1.2,2.4,H
0.77,0.82,0.91,0.91,0,1.33,0.82,0.7,0.86,0.95,1,2.33,0.91,1,1.5,1.64,2,2.33,1.45,2,H
1.05,4.63,1,1.68,1.67,2,1.09,1.7,0.91,1.45,0.67,2.67,1.27,1.4,1.32,1.36,0.33,2,1.45,1.6,A
2.95,1.05,1.05,1,0.33,1.33,1.3,0.9,1.43,0.95,1,0.67,1.7,0.6,1.62,1.38,2,1,1.6,1.3,D
6.4,5.74,2.24,1.71,1.67,2,2.3,1.36,2.14,1.76,2,1.67,2,1.45,0.95,1.19,1.67,1,0.9,1.36,A
2.37,0.7,1.57,0.90,0.67,1,1.82,0.91,1.52,0.95,1,0.67,1.45,0.91,1.19,1.29,1.33,0.67,0.91,1.36,H
0.72,4.57,1.05,1.52,0.67,2.33,1.1,1.5,0.52,1.38,0,2.33,0.7,1.4,1.1,1.29,0.33,1,1.1,1.6,A
0.82,1.72,0.95,0.95,1.67,1.67,1.18,0.82,0.9,1.05,2.33,0.67,0.82,0.91,1.57,1.48,2,0.33,1.18,1.45,A
2.11,1.52,0.81,1.24,2.33,1.33,1,1.09,0.95,1.05,1.33,1,1.3,0.91,1.57,1.29,0.67,1.33,1.5,1.36,A
1.4,2.39,1.29,1.86,1.33,2.33,1.8,1.6,1.19,1.67,2,1.33,1.6,1.1,1.57,0.71,2.33,0.33,1.4,0.8,A
0.5,5.58,0.90,1.76,0.67,0.67,1.73,1.2,1.1,1.62,0.67,0.33,1.64,1.2,1.76,1,1,0.67,1.18,1.3,A
1.47,5.97,1.43,2.33,0.67,1.33,1.91,1.73,1.24,2.19,1,2,1.45,2,1.19,0.9,2,2,0.73,1.45,A
4.63,0.77,1.62,0.95,1.33,0.33,1.55,1.1,1.43,0.86,2,0.67,1.45,0.8,1.38,1.48,1.67,1.33,1.18,1.5,H
5.74,1.52,1.65,1.3,2,2.33,2,1.2,1.7,1.1,1.33,1.33,2,1,1.25,1.2,1.33,0.33,1.11,1.2,H
5.58,2.39,1.85,1.8,1.67,2.33,2.5,1.44,1.7,1.7,1.33,2,2.2,1.11,1,0.75,0.67,0.67,0.7,0.89,A
0.82,0.5,0.85,0.95,0.67,0.67,1,0,0.85,1.1,1.67,0.67,0.7,0.44,1.6,1.75,2,1,1.2,2.44,H
5.97,1.4,2.3,1.35,1.33,1.33,3,0.9,2.2,1.25,2,2.33,2.44,0.9,0.95,1.55,2,2.67,0.33,1.7,H
1.72,4.63,0.85,1.7,0.67,2.33,0.89,1.89,1,1.45,0.33,2.33,1.11,1.44,1.5,1.35,1,1.33,1.56,1.56,H
2.95,6.4,1.05,2.3,0,2.33,1.33,2.3,1.45,2.2,0.67,2.67,1.78,2.4,1.65,0.95,2,1.67,1.67,1,D
2.11,0.72,0.7,1.1,1.33,0.67,0.78,1.1,0.95,0.55,1.33,0,1.33,0.4,1.65,1.1,1.33,0.33,1.67,1.1,H
0.77,4.57,1,1.45,0.33,2.33,0.9,1.33,0.9,1.4,1,2.33,1,1.44,1.5,1.35,2,1,1.5,1.78,A
1.47,2.37,1.45,1.6,1.33,0.33,2,1.33,1.25,1.55,1,0.67,1.5,1.67,1.2,1.2,1.67,1.67,0.7,1.56,D
1.05,0.7,0.9,0.95,0.33,2,0.9,1,0.95,1,0.67,1.67,1.3,1,1.45,1.3,2,0.67,1.6,1.4,H
0.72,1.72,1.11,0.84,0.67,0.33,1.11,0.8,0.58,1.05,0.33,0.33,0.78,1,1.16,1.58,0.67,2,1.22,1.6,D
0.7,2.95,0.84,1.11,1,0,0.67,0.9,0.95,1.53,1,0.67,0.89,1.3,1.37,1.63,1,2.33,1.33,1.6,H
4.57,2.11,1.47,0.68,2.33,1,1.6,0.6,1.37,0.89,2.33,0.67,1.3,0.5,1.32,1.63,1,1.33,0.9,1.6,D
6.4,0.77,2.26,1.05,2.33,1.33,2.22,1.22,2.16,0.84,2.67,0.67,1.89,0.67,0.89,1.42,1,1,0.78,1.33,H
1.4,0.82,1.37,0.84,1,0.33,1.89,0.67,1.16,0.74,1.33,1,1.44,0.78,1.47,1.53,2,1.67,1.22,1.89,D
0.5,1.47,0.95,1.47,1.33,2,1.8,0.89,1.11,1.26,1.33,1,1.7,1,1.79,1.21,1.33,1.33,1.2,1.78,D
2.39,5.74,1.74,1.74,2.33,2.33,2,1.5,1.68,1.79,2.33,2,2.2,1.6,0.79,1.21,0.67,1.33,0.7,1.3,H
1.52,5.58,1.32,1.89,2,1.67,1.44,1.22,1.11,1.74,1,1.33,1.22,1.22,1.21,1,0.67,0.67,1.22,1.33,D
4.63,5.97,1.63,2.42,2.33,2.33,1.4,1.9,1.26,2.16,1.33,1.67,1.1,1.9,1.26,0.74,0.67,0.33,1,1.1,H
2.37,1.05,1.63,0.89,1,0,1.9,0.89,1.58,0.95,1,1,1.5,0.56,1.21,1.47,1.33,2.67,0.9,1.33,D
4.57,1.47,1.39,1.56,1.33,2,1.44,1,1.22,1.28,1,1,1,1,1.33,1.06,1.67,0.67,0.89,1.5,H
0.72,0.77,1.11,1.06,0.33,1.33,1.12,1.25,0.61,0.89,0.33,1,0.88,0.75,1.22,1.5,1,1.33,1.38,1.5,D
0.7,2.11,0.89,0.56,1,0,0.75,0.33,1,0.89,1,0.33,1,0.44,1.39,1.72,1.33,1.67,1.38,1.78,A
6.4,0.82,2.33,0.83,3,1,2.38,0.62,2.17,0.67,2.33,0.67,1.88,0.62,0.83,1.5,0.33,1,0.62,1.88,D
1.4,2.95,1.28,1.17,0,1,1.75,1,1.06,1.5,0.67,1,1.25,1.22,1.44,1.56,2.67,1.67,1.12,1.44,H
0.5,1.72,0.94,0.83,1,0.33,1.89,0.78,1.17,1.11,1.67,0.67,1.89,1.11,1.89,1.67,2.33,2.33,1.33,1.78,D
2.39,5.97,1.78,2.5,2,3,2.11,2,1.72,2.22,2,2,2.33,2,0.78,0.72,0.67,0,0.67,1.11,D
1.52,1.05,1.22,0.94,1.33,1,1.25,1,1.06,1,0.67,1.33,1.12,0.62,1.28,1.44,1,2,1.38,1.25,H
4.63,5.58,1.67,1.94,3,2.33,1.44,1.25,1.33,1.83,2,2.33,1.22,1.38,1.33,1.06,1,0.67,1.11,1.5,D
2.37,5.74,1.72,1.67,1.33,2.33,2.11,1.33,1.61,1.78,1,2.67,1.56,1.56,1.17,1.22,1,1.33,0.78,1.33,A
5.74,0.5,1.59,1,1.33,2,1.88,0,1.76,1.18,2.67,2,2,0.38,1.24,1.88,2,1.67,1.12,2.5,H
0.82,4.57,0.88,1.29,1,0.67,1.11,1.12,0.71,1.24,0.67,0.67,0.78,1.5,1.53,1.41,1.33,1.67,1.22,2,A
5.97,2.37,2.47,1.82,2,2.33,3,1.5,2.24,1.71,1.67,2,2.5,1.88,0.76,1.12,0.67,0.67,0.38,1.5,H
1.72,2.39,0.88,1.71,0.67,1,1,1.25,1.12,1.65,0.33,1.33,1.12,0.88,1.59,0.76,1.33,1,1.38,0.88,A
2.95,1.52,1.24,1.12,1,1.33,1.5,1,1.59,1.06,1,1.33,2,1,1.59,1.35,1.67,1.67,1.75,1.33,A
2.11,4.63,0.59,1.59,0,2.33,0.88,1.75,0.88,1.29,0.33,1.33,1.38,1.38,1.71,1.35,1.67,0.67,1.62,1.62,A
5.58,1.4,1.88,1.35,2.33,1,2.44,1,1.76,1.06,2,1,2.11,0.89,1.06,1.35,0.67,2,0.67,1.56,H
0.77,0.7,1.12,0.76,1.67,0.33,1,0.78,0.88,0.88,0.67,0,1,0.78,1.41,1.41,0.33,1,1.33,1.44,A
1.47,0.72,1.47,1.18,1,1.33,1.89,1.22,1.29,0.65,1,1,1.56,0.44,1.12,1.24,1.67,1,0.78,1.11,H
1.05,6.4,1,2.29,1.33,3,1,2.22,1,2.12,1,1.67,1.33,2.33,1.35,0.82,1,0,1.44,1,A
1.52,5.97,1.19,2.44,1.33,2,1.43,1.88,1.12,2.25,1.67,2,1.29,2,1.31,0.81,1.67,0.67,1.29,1.25,A
4.57,5.74,1.31,1.62,1.33,2,1.5,1.38,1.19,1.75,1,2.33,0.88,1.5,1.38,1.19,1.33,1.33,0.75,1.25,D
1.4,0.77,1.44,1,1.33,0.67,2,1,1.12,0.88,1.33,0.67,1.43,0.71,1.38,1.5,2,1.67,1.14,1.71,A
0.72,5.58,1.19,1.94,2,3,1.14,1.29,0.62,1.81,1,2.33,0.86,1.43,1.25,1.06,0.67,0.67,1.43,1.57,D
0.7,1.47,0.81,1.38,0.67,1,0.86,0.71,0.94,1.31,0.33,1.33,1.14,1,1.44,1.19,1,1.67,1.43,1.71,A
6.4,1.72,2.25,0.94,3,0.67,2.29,0.88,2.06,1.19,2,0.33,1.71,1.25,0.88,1.5,0.33,0.67,0.71,1.62,H
0.5,1.05,0.88,1.06,1,1.33,1.75,1.14,1.06,0.94,1,0.67,1.75,0.43,1.88,1.25,1.67,0.67,1.25,1,H
2.39,2.95,1.62,1.31,0,1.33,2,1.12,1.56,1.69,0.33,1.33,2.25,1.38,0.81,1.5,1.33,1,0.75,1.25,H
4.63,0.82,1.5,0.94,1.33,1.33,1.25,0.71,1.25,0.69,0.67,0.67,1.12,0.57,1.38,1.5,1.33,1,1.12,1.86,H
2.37,2.11,1.75,0.62,2.33,0,2,0.38,1.69,0.94,2,0.67,1.5,0.5,1.19,1.69,1,2,0.88,1.75,H
2.95,0.5,1.2,0.93,0.33,2,1.29,0,1.6,1.07,0.67,1.67,1.86,0.29,1.53,1.8,1.33,1.33,1.86,2.43,H
5.58,4.57,1.87,1.4,3,2.33,2.38,1.29,1.73,1.27,2.33,1.33,2,1.71,1.13,1.27,0.67,0.33,0.75,1.86,H
1.47,4.63,1.47,1.4,1.33,1.33,2.12,1.57,1.33,1.2,1.33,0.67,1.62,1.29,1.13,1.4,1.33,1.33,0.62,1.71,A
5.74,1.4,1.53,1.53,2,1.33,1.71,1.12,1.6,1.13,1.33,1,1.71,0.88,1.2,1.2,1,1,1.14,1.25,H
0.82,2.39,0.8,1.73,0.67,0,0.88,1.43,0.67,1.67,0.67,0.33,0.75,1,1.6,0.8,1.33,2,1.38,0.86,H
5.97,0.7,2.4,0.87,1.33,0.67,3,0.88,2.27,1,1.33,0.33,2.57,0.88,0.87,1.4,0.67,1.33,0.43,1.38,H
1.72,1.52,0.93,1.2,0.67,1,1,1,1.2,1.13,0.33,1.33,1.14,1,1.53,1.33,0.67,1.67,1.43,1.38,D
2.11,6.4,0.67,2.2,0,3,1,2.12,1,2.13,1.33,2.67,1.57,2.5,1.73,0.93,2.67,0.33,1.71,1.12,A
0.77,2.37,1,1.8,0.67,3,1,1.57,0.87,1.73,0.33,2,1,2,1.53,1.2,1.33,0.67,1.38,1.57,D
1.05,0.72,0.93,1.27,0.33,2.33,0.75,1.38,0.93,0.67,0.33,1.33,1.38,0.5,1.33,1.27,1,0.67,1.62,1.12,H
2.39,5.58,1.86,1.79,0.33,3,2.29,1,1.71,1.71,0.33,2.33,2.43,1.33,0.71,1.14,1.67,0.67,0.57,1.67,A
0.72,2.11,1.14,0.71,1.67,0.33,0.83,0.43,0.57,1,1,1,0.67,0.43,1.29,1.71,0.67,2,1.5,1.71,H
2.37,1.47,1.71,1.57,2,1.33,1.86,0.83,1.64,1.36,1.33,1.33,1.29,1,1.21,1,1,1,0.86,1.5,H
0.7,1.05,0.86,0.93,0.33,0,0.83,1.17,1.07,1,0.67,0.33,1.33,0.5,1.5,1.43,2,1.67,1.67,1.17,D
4.57,0.77,1.43,1,2,0.67,1.57,1,1.36,0.93,1.67,0.33,1,0.83,1.36,1.64,1.33,1.33,0.86,2,D
6.4,2.95,2.14,1.29,3,1.33,2.17,1.29,2.21,1.71,3,1.33,1.83,1.57,1,1.57,0.67,1.33,0.83,1.29,H
1.4,5.97,1.43,2.57,1.33,2.33,1.83,2.14,1.07,2.36,0.67,1.67,1.33,2.14,1.21,0.79,0.67,0,1.17,1.14,H
0.5,0.82,0.79,0.86,1,1.67,1.57,0.83,1,0.71,1,1.33,1.71,0.67,1.93,1.57,1.67,1,1.43,1.83,H
1.52,5.74,1.07,1.64,0,2,1.17,1.57,1,1.57,0.67,1,1,1.43,1.29,1.07,1.67,0.67,1.17,1,H
4.63,1.72,1.43,0.93,2,1.33,1.29,0.86,1.29,1.29,1.33,1.33,1.29,1.43,1.5,1.64,1.67,1,1.29,1.86,D
5.74,2.39,1.54,2,1,1.33,1.5,1.67,1.62,1.85,1,1,1.83,1.17,1.15,0.69,1.33,1.33,1.33,0.83,H
5.97,4.63,2.54,1.54,2.33,2,3,1.83,2.31,1.38,1.33,1.67,2.5,1.5,0.85,1.38,0.33,1.33,0.5,1.5,H
2.95,0.7,1.31,0.85,1.33,0,1.33,0.86,1.77,1.08,1.33,0.33,2,0.86,1.62,1.54,1.33,2,2,1.43,D
0.77,6.4,1.08,2.08,1,2.33,1.14,2,0.92,2.08,0.33,2.33,1,2.29,1.46,1,0.33,1,1,1.14,A
0.82,1.4,0.85,1.46,2.33,2,0.86,1.14,0.69,1.08,1.33,1,0.71,0.86,1.62,1.23,0.67,0.33,1.43,1.29,D
1.72,0.72,1,1,1.33,1,1.17,1.14,1.38,0.54,1.33,0.67,1.33,0.43,1.69,1.38,1,0.67,1.5,1.29,A
2.11,4.57,0.77,1.31,0.33,1,1.17,1,1,1.23,0.67,1,1.67,1.5,1.62,1.38,1.67,1.67,1.5,2,A
5.58,1.52,1.69,1.15,3,1,2.29,1.14,1.69,1,2,1,2,1,1.15,1.23,0.33,1.33,0.71,1.29,H
1.47,0.5,1.46,0.85,1.33,1.33,2,0,1.31,1.08,1.33,1.67,1.57,0.33,1.08,1.92,1.33,1.67,0.71,2.5,H
1.05,2.37,1,1.62,0,1.33,0.86,1.33,1,1.62,0,0.67,1.43,2,1.38,1.23,1.67,0.67,1.57,1.67,A
2.39,6.4,2.17,2,2.33,2.33,2.67,1.83,2,2,1.33,1.67,2.83,2.17,0.5,1.08,0.33,1,0.17,1.33,A
4.63,2.95,1.42,1.42,2,1.67,1,1.5,1.33,1.83,1.67,1,1.17,1.67,1.42,1.58,1.33,0.67,1.33,1.17,H
0.82,0.72,0.83,1,2,0.67,0.83,1.17,0.67,0.5,1,0.67,0.67,0.33,1.67,1.42,1.33,1,1.5,1.33,D
4.57,1.52,1.17,1.25,0,1.33,1.33,1.33,1.25,1.08,0.67,1.67,1,1.17,1.5,1.25,2,1.67,1,1.33,H
5.58,0.7,1.58,0.92,2,0,2.17,1,1.58,1.17,1,0.33,1.83,1,1.25,1.42,0.67,1.33,0.83,1.17,H
0.5,2.11,0.67,0.83,0.33,0.33,1.33,0.5,0.92,0.92,1,0,1.5,0.17,1.92,1.5,1.67,1,1.33,1.5,H
0.77,5.97,1.08,2.67,1.67,3,1.17,2.33,1,2.5,1.33,2,1.17,2.5,1.58,0.92,0.67,0.67,1.17,1.33,D
1.47,1.72,1.5,1,1.33,1,2.17,0.83,1.33,1.42,1,1.33,1.67,1.5,1.08,1.75,1,1.67,0.67,2,D
1.05,5.74,1.08,1.42,1,1,1,1.33,1.08,1.67,0.33,1.67,1.67,1.5,1.42,1.25,1.33,1.33,1.67,1.17,A
2.37,1.4,1.5,1.58,0.67,3,1.67,1.33,1.67,1.17,1,1.33,1.33,1,1.33,1.25,1.33,0,1,1.33,H
0.72,2.39,1,2.27,0.33,3,0.8,1.8,0.45,2.09,0.33,1.33,0.6,1.2,1.45,0.45,1.33,0,1.6,0.8,D
1.72,4.57,0.82,1.27,0.33,0.33,0.8,1.2,1.27,1.27,1,0.33,1,1.6,1.82,1.36,2,1,1.6,1.8,H
0.7,4.63,1,1.27,0.33,1,1,1.6,1.18,1.27,0,1.33,1.4,1.4,1.36,1.45,0.67,1.67,1.6,1.6,A
5.74,5.58,1.55,1.45,2,1.33,1.8,0.6,1.73,1.55,2,0.67,2,1.2,1.18,1.27,0.67,0.67,1.2,1.8,A
5.97,1.05,2.64,1.18,2.33,1.33,3,1.4,2.55,1.18,1.67,1,2.6,0.6,1,1.36,1,1.33,0.6,1,H
2.95,2.37,1.27,1.64,1.67,1.67,1,1.6,1.82,1.73,1.33,1.33,2,2.2,1.64,1.27,0.67,1,2.2,1.6,H
2.11,0.77,0.82,1.09,0,1.33,1.2,1,1,1.09,0,1.33,2,1,1.64,1.73,1.67,1.33,1.8,2.4,D
6.4,1.47,1.91,1.64,1.33,2.33,2,1,2,1.36,1.33,1.33,1.8,1,1.09,1,1.33,0.33,0.8,1.4,H
1.4,0.5,1.45,0.73,3,1.33,1.6,0,1.18,1,1.67,1.67,1.4,0.4,1.36,2,0.33,1.33,1.4,2.8,H
1.52,0.82,1.36,0.64,1.33,1,1.4,0.4,1.09,0.55,1.33,0.67,1,0.4,1.18,1.73,1.33,2,1,2,A
0.77,2.95,1.1,1.3,1,2.33,1.2,1.6,1.1,1.9,1,2,1.2,1.8,1.8,1.7,3.67,0.33,1.2,1.2,D
1.47,5.74,1.5,1.7,1.33,2.33,2,1.6,1.3,1.8,1,2.33,1.6,1.6,1,1.1,0.67,0.67,0.6,1,H
4.63,1.52,1.4,1.2,1,1.33,1.2,1,1.3,1,1.33,1.33,1.2,1,1.4,1.2,2.33,1.33,1.2,1.4,A
1.05,1.4,1.3,1.3,1.67,3,1.2,1,1.3,1.1,1.67,1.33,2,0.8,1.3,1.5,1.33,0.33,1.6,1.6,A
0.82,0.7,0.4,1.1,0,0.67,0.4,1.2,0.5,1.3,0.67,0.67,0.6,1.2,1.9,1.4,3,1,1.8,1.2,H
4.57,5.97,1.4,2.6,1.33,2.33,1.6,2.2,1.3,2.6,1,1.67,1,2.6,1.3,1,1,1,0.8,1.4,A
5.58,1.72,1.3,0.9,0.67,0.33,2,1,1.6,1.4,1,1.33,2,1.8,1.4,1.9,1.33,2.33,1,2.2,H
0.5,6.4,0.7,2,1,2,1.4,2,0.9,2,1.67,2,1.4,2.2,2,1,1.67,1,1.2,1.2,D
2.39,2.11,2.2,0.9,3,0,2.6,0.6,2.1,1.1,3.33,0,3,0.2,0.5,1.6,0,1.33,0.2,1.4,H
2.37,0.72,1.7,1,2.33,0,1.8,1.2,1.9,0.5,2.33,0.33,1.6,0.4,1.4,1.6,1.33,2.33,1.2,1.6,D
1.72,0.77,1,0.89,0.33,1,1,0.5,1.44,0.89,1,1,1,0.5,1.78,1.89,2,3.67,1.25,2.75,A
0.72,4.63,1.11,1.22,0,1,1,1.25,0.44,1.22,0,1,0.5,1.25,1.56,1.44,2.33,2,1.5,1.75,A
6.4,5.58,1.89,1.44,2,1.67,1.75,0.75,2.11,1.78,2.33,1.67,2,1.5,1.11,1.44,1,1.33,1,2,H
5.74,0.82,1.56,0.44,1.33,0.33,1.5,0.5,1.67,0.56,1.33,1.33,1.75,0.5,1.22,1.78,1.33,2.67,1.5,1.75,H
5.97,0.5,2.56,0.78,2.33,1,3,0,2.67,0.89,1.67,1.33,2.75,0.25,1,2,0.67,1.67,0.5,3,H
2.95,1.47,1.33,1.56,2,1.33,1,1,2.11,1.44,2.33,1.67,2.5,1.25,1.89,1.11,1,1.33,2.75,1.75,D
0.7,2.39,1.22,2.11,1.67,2,1.25,1.5,1.44,2.22,1.33,3,1.75,1.25,1.44,0.56,0.67,0.33,1.75,1,A
2.11,1.05,1,1.11,0.33,0.67,1.5,1,1.22,1.33,0.67,1.67,2.5,0.5,1.67,1.44,1.67,2,2,1.25,A
1.4,4.57,1.11,1.56,2.33,2.33,1.25,1.5,1.11,1.44,1.67,1.67,1.5,2,1.67,1.33,1,1,1.75,2,H
1.52,2.37,1.22,1.78,1,3,1.5,1.75,0.89,1.89,1,2.33,0.75,2.25,1.11,1.33,1.67,0.67,0.75,1.5,D
0.5,0.72,0.5,1.25,0,0,1,1.5,0.75,0.5,1,0,1.25,0.5,2.25,1.5,2.33,2.67,1.5,1.5,H
0.82,2.95,0.5,1.12,0.33,1.33,0.5,1.25,0.5,2,1,1.67,0.5,1.5,1.62,2,3,1,1.5,1.25,A
5.58,5.97,1.5,2.75,2.33,3,2.25,2.5,1.88,2.88,2,2.33,2.25,3,1.5,1,1.33,0.33,1,1.5,D
4.63,1.4,1.38,0.88,1.33,1.33,1.5,0.5,1.25,1,1,1,1.25,0.5,1.38,1.75,1.67,1,1,1.75,A
4.57,0.7,1.62,1.25,2.33,1.33,1.75,1.25,1.62,1.62,2,2,1.25,1.5,1.5,1.62,1.33,2,1,1.5,D
2.39,1.52,2,1.38,2,2,2.5,1.25,2.38,1,3.33,1.33,3.5,1.25,0.62,1.12,0.67,1.33,0.25,1.5,H
0.77,5.74,1,1.38,1.33,0.67,1.5,1.25,1,1.62,1,1,1.5,1.5,1.88,1.38,3,1.67,1,1.25,A
1.47,2.11,1.38,1.12,0.67,0.33,1.75,0.75,1.38,1.38,1,0.67,1.5,0.25,1.25,1.62,1.33,1.67,0.75,1.25,H
1.05,1.72,1.12,1,1.33,1,1.25,1,1.25,1.38,2.33,1,2,1.75,1.38,1.75,1.33,1.33,1.5,2.25,D
2.37,6.4,1.62,2.12,2,3,1.5,2.5,1.88,2.25,2,3.33,1.5,2.5,1.38,1,1,1,1.25,1,H
1.05,5.58,1.14,1.57,2,2,1.33,0.67,1.14,1.86,2,2.33,2,1.33,1.29,1.43,0.67,2.33,1.33,2,D
0.5,4.57,0.57,1.43,0.33,1.33,1.33,1,0.57,1.43,1,1.33,1,1.67,2.14,1.43,2,1.67,1,2,A
1.52,1.47,1.14,1.57,1.33,0.67,1,1.33,0.86,1.43,1.33,0.67,0.33,1.33,1.14,1.14,1.67,1,0.67,1.67,H
5.74,0.7,1.43,1.29,1.33,1.33,1.67,1.33,1.57,1.57,1.33,2,1.67,1.33,1.29,1.57,1,2,1.33,1.33,D
0.82,2.37,0.57,1.43,0.67,2,0.67,1.33,0.43,1.71,0.67,2,0.33,2,1.43,1.43,2,1,1,1.67,A
1.72,5.97,1.14,2.71,2,2.33,1.33,2.33,1.43,3,1.67,2,1,3.33,1.71,1,1.33,0.33,1,1.67,A
2.95,0.72,0.86,1.43,0.33,0,0.33,2,1.86,0.57,1.33,0,2.33,0.67,2.29,1.29,2,2.67,3.67,1,H
6.4,4.63,2,1.57,2.33,1.33,1.33,1.67,2,1.29,2.33,0.67,1.33,1.33,1,1,1,0.67,1,1,H
1.4,2.11,0.57,1.29,0.67,1.33,0.67,1,1,1.57,1.33,2.33,1.67,0.33,2,1.71,1.67,2.33,2.33,1.33,H
2.39,0.77,1.86,1.14,2,1.67,2.33,0.67,1.57,1.14,1,1,2,0.67,0.71,1,0.67,0.33,0.33,1,H
5.97,5.74,2.67,1.67,2.33,1.67,3,1.67,3.17,1.83,2.67,2,3,2,1.17,1.17,1,1,0.67,1,H
5.58,2.95,1.33,1,2,1.33,2,1.67,1.83,2,3,1.67,2.33,1.67,1.5,2.33,2,1.33,1,1,H
4.63,2.39,1.33,2.17,0.67,3,1,2,1.33,1.83,1,2.33,1.33,1.67,1.17,0.67,1.33,0.33,1.33,1,H
2.37,0.5,1.17,0.67,1.33,0.33,1,0,1.67,0.67,2,1,1.33,0.33,1.67,2.17,1.67,2.67,1.67,3.33,H
0.72,6.4,1.67,1.83,1,1.67,1.33,2.33,0.67,2,0.33,2.33,0.67,2.67,1.17,1.17,2,1.67,1.33,1.33,A
0.7,1.72,1,1.33,0.67,2.33,0.67,1.33,1.5,1.67,2,1.67,1.67,2.33,1.83,1.67,2.67,0.67,2.33,2.33,H
2.11,0.82,1.33,0.5,2,0.67,1.67,0.33,1.5,0.17,2,0,2.67,0,1.67,1.33,1.67,1.33,2,1.67,D
4.57,1.05,1.17,1.33,0.33,2,1.33,1.33,1.33,1.17,0.67,1.67,1,0.33,1.5,1.17,1.67,0.67,1,1,H
0.77,1.52,0.83,1.33,1,1.33,1,1.67,0.83,0.83,0.67,1,1,1.33,1,0.83,0.67,1,1,1,H
1.47,1.4,1.67,0.5,0.33,0.33,2,0.33,1.33,0.83,0.67,0.67,1.33,0,1,2,1.67,2.33,0.33,1.67,D
6.4,1.05,2.15,1,1.33,1.67,2.69,0.94,2.67,1.21,2.67,2.33,3.38,1.12,1.03,1.55,2,2,0.75,1.62,H
2.95,1.72,2,1.12,3,3,2.44,0.69,1.61,0.73,2.33,1.67,2,0.56,0.94,1.18,0.33,0,0.81,1.31,A
6.4,0.77,2.19,0.78,1.33,0,2.8,0.81,2.69,0.91,2.33,0.67,3.47,0.94,1,1.69,1.67,2.67,0.67,1.88,D
5.74,2.37,1.94,1.12,0.67,2,2.19,1,1.7,1.12,1,1.67,1.81,0.88,1.21,1.33,2,1.33,0.62,1.19,H
4.57,6.4,2.24,2.26,3,2.33,2.69,1.75,2.73,2.71,2.67,2.67,3,2,1.21,0.94,0.67,0.67,0.81,1.19,H
1.47,5.97,1,2.18,1.33,2,1.25,1.56,1.36,1.97,1.67,3,1.81,1.44,1.48,0.73,1,0.33,1.44,0.94,A
1.72,0.72,1.06,1.06,2,0,1.44,1.13,0.72,1.09,1.33,1,0.88,1.07,1.22,1.5,0.33,3.33,1.12,1.33,H
0.6,0.61,0.82,0.97,1,1,0.81,0.5,1,0.79,1,0.67,1.19,0.69,2.24,1.58,3,1.33,2.12,2.44,H
2.39,0.45,1.45,0.79,1,0.33,1.62,0.44,1.52,0.88,2.33,2,1.81,0.69,1.33,1.94,2.33,4,1.31,2,A
1.52,1.4,1.21,1.39,2,0,1.88,1.38,1.12,1.15,1.67,0,1.38,1.19,1.45,1.55,1.33,3.67,0.94,1.56,H
0.77,2.95,0.81,1.97,0,3,0.8,1.5,0.94,1.62,1,3,0.93,1.25,1.71,0.97,3,0.33,1.53,1.12,A
1.05,4.63,1,1.79,1.33,2,1.06,1.81,1.16,1.36,1.33,2.67,1.19,1.31,1.5,1.36,1.67,2.33,1.38,1.44,D
4.63,0.77,1.75,0.83,1,0,1.69,0.87,1.25,0.93,1,0.67,1.19,0.93,1.38,1.6,2.33,2,1.31,1.67,H
2.95,5.74,1.94,2,3,0.67,2.4,1.81,1.58,1.75,3,1,1.93,1.69,1,1.16,1,3,0.87,1.69,H
2.37,4.57,1.16,2.22,2,3,1.31,1.75,1.12,2.75,1.33,4,1.38,2.5,1.31,1.22,1.33,1.33,1.44,1.62,A
0.72,0.6,1.10,0.75,1,1,1.06,0.69,1.1,0.97,1,0.67,1.12,0.75,1.48,2.28,2.67,2.67,1.62,2.44,A
