HomeValue,AwayValue,HomePtsSeas,AwayPtsSeas,HomePtsLast,AwayPtsLast,HomePtsHome,AwayPtsAway,HomeGoalsSeas,AwayGoalsSeas,HomeGoalsLast,AwayGoalsLast,HomeGoalsHome,AwayGoalsAway,HomeGoalsExpected,AwayGoalsExpected,HomeGoalsConcSeas,AwayGoalsConcSeas,HomeGoalsConcLast,AwayGoalsConcLast,HomeGoalsConcHome,AwayGoalsConcAway,HomeGoalsExpectedConc,AwayGoalsExpectedConc,HomeGoalsExpectedVsTeam,AwayGoalsExpectedVsTeam,HomeTotalShots,AwayTotalShots,HomeShotsTarget,AwayShotsTarget,HomeTotalShotsAgst,AwayTotalShotsAgst,HomeShotsTargetAgst,AwayShotsTargetAgst,HomeTotalShotsVsTeam,AwayTotalShotsVsTeam,HomeShotsTargetVsTeam,AwayShotsTargetVsTeam,HomePossession,AwayPossession,HomeExpectedWin,AwayExpectedWin,HomeTrend,AwayTrend,HomeWeightedPoints,AwayWeightedPoints,ChanceCreationHome,ChanceCreationAway,ShotsAccuracyHome,ShotsAccuracyAway,ScoringRateHome,ScoringRateAway,KeeperStrengthHome,KeeperStrengthAway,Round,HomeTeamOdds,DrawOdds,AwayTeamOdds,IsHomeFavorite,CompetitionID,Winner,Over2.5,
0.0292,0.0085,0.2,0.13,0.3,0.13,0.1,0.13,0.22,0.15,0.23,0.13,0.2,0.13,0.22,0.14,0.12,0.17,0.03,0.17,0.2,0.17,0.12,0.17,0.19,0.13,0.11,0.08,0.05,0.03,0.1,0.1,0.04,0.05,0.11,0.09,0.05,0.04,0.48,0.46,0.27,0.27,0.03,0,0.1526,0.0395,0.044,0.054,0.022,0.024,0.023,0.023,0.038,0.027,0.06,2.2,3.4,3.3,1,2,D,1
0.0292,0.0203,0.17,0.11,0.23,0.03,0.19,0.14,0.16,0.11,0.2,0.1,0.16,0.11,0.17,0.11,0.12,0.13,0.13,0.17,0.1,0.13,0.12,0.14,0.16,0.11,0.11,0.09,0.05,0.04,0.1,0.1,0.04,0.05,0.11,0.1,0.05,0.04,0.48,0.46,0.27,0.27,0,-0.02,0.0876,0.0394,0.044,0.049,0.022,0.023,0.032,0.038,0.038,0.034,0.3,1.9,3.6,4.4,1,2,D,1
0.0292,0.0271,0.16,0.06,0.13,0.17,0.16,0.05,0.16,0.08,0.2,0.07,0.16,0.08,0.17,0.08,0.12,0.16,0.17,0.03,0.13,0.2,0.14,0.13,0.15,0.11,0.11,0.07,0.05,0.03,0.1,0.1,0.04,0.05,0.11,0.09,0.05,0.04,0.48,0.47,0.27,0.28,0,0,0.0887,0.0172,0.044,0.063,0.022,0.025,0.032,0.038,0.036,0.031,0.23,1.8,3.5,4.8,1,2,H,0
0.0292,0.0794,0.16,0.2,0.13,0.3,0.18,0.2,0.15,0.18,0.1,0.17,0.16,0.18,0.14,0.18,0.12,0.08,0.1,0.07,0.11,0.08,0.11,0.08,0.11,0.14,0.11,0.13,0.05,0.07,0.1,0.07,0.04,0.03,0.09,0.11,0.04,0.06,0.48,0.57,0.27,0.34,0.01,0.06,0.0798,0.0667,0.044,0.045,0.022,0.019,0.033,0.037,0.038,0.042,0.27,3.5,3.4,2.2,0,2,H,0
0.0292,0.0491,0.18,0.14,0.2,0.1,0.14,0.16,0.2,0.17,0.17,0.23,0.2,0.14,0.19,0.18,0.14,0.14,0.13,0.23,0.18,0.08,0.15,0.15,0.17,0.17,0.11,0.09,0.05,0.05,0.1,0.1,0.04,0.05,0.11,0.09,0.05,0.05,0.48,0.52,0.27,0.36,-0.01,0.01,0.1148,0.0553,0.044,0.057,0.022,0.02,0.025,0.027,0.032,0.036,0.11,2.4,3.4,2.9,1,2,D,0
0.0292,0.105,0.16,0.20,0.2,0.23,0.16,0.15,0.16,0.2,0.2,0.2,0.16,0.1,0.17,0.16,0.12,0.1,0.1,0.03,0.12,0.09,0.11,0.07,0.12,0.14,0.11,0.12,0.05,0.06,0.1,0.07,0.04,0.03,0.09,0.11,0.04,0.05,0.48,0.57,0.27,0.33,-0.01,0.01,0.088,0.056,0.044,0.049,0.022,0.021,0.032,0.028,0.037,0.035,0.22,4.9,4.0,1.7,0,2,D,1
0.0292,0.0087,0.16,0.13,0.03,0.1,0.13,0.17,0.18,0.09,0.07,0.13,0.18,0.05,0.14,0.09,0.15,0.13,0.23,0.2,0.17,0.07,0.18,0.13,0.14,0.14,0.11,0.08,0.05,0.03,0.1,0.1,0.04,0.04,0.1,0.09,0.05,0.04,0.48,0.4,0.27,0.33,-0.01,0.01,0.1009,0.0318,0.044,0.053,0.022,0.026,0.027,0.031,0.029,0.032,0.13,2.1,3.3,3.8,1,2,D,0
0.0292,0.0235,0.16,0.12,0.1,0.13,0.18,0.13,0.16,0.1,0.23,0.07,0.17,0.11,0.19,0.09,0.13,0.11,0.23,0.17,0.12,0.14,0.16,0.14,0.16,0.12,0.11,0.08,0.05,0.04,0.1,0.1,0.04,0.05,0.11,0.09,0.05,0.04,0.48,0.45,0.27,0.37,0,0.01,0.0836,0.0378,0.044,0.054,0.022,0.023,0.03,0.039,0.035,0.041,0.33,1.4,4.6,7.5,1,2,H,1
0.0292,0.0646,0.16,0.19,0.17,0.23,0.18,0.18,0.16,0.17,0.23,0.27,0.16,0.18,0.18,0.21,0.12,0.1,0.2,0.07,0.11,0.12,0.14,0.1,0.14,0.17,0.11,0.11,0.05,0.06,0.1,0.09,0.04,0.04,0.1,0.1,0.04,0.05,0.48,0.59,0.27,0.45,0,0.02,0.0855,0.0735,0.044,0.053,0.022,0.02,0.031,0.034,0.037,0.042,0.31,3.8,3.7,2.0,0,2,D,1
0.0292,0.0077,0.15,0.09,0.13,0.13,0.17,0.06,0.15,0.12,0.13,0.13,0.17,0.13,0.15,0.13,0.12,0.19,0.1,0.13,0.12,0.28,0.11,0.2,0.18,0.12,0.11,0.08,0.05,0.04,0.1,0.11,0.04,0.06,0.11,0.09,0.05,0.04,0.48,0.41,0.27,0.45,0,0.01,0.0819,0.0291,0.044,0.048,0.022,0.023,0.032,0.03,0.037,0.031,0.26,1.8,3.6,4.4,1,2,H,0
