,0,1,2
1260,name,advmod,8
1261,name,advcl,4
1262,name,nsubjpass,12
1263,name,auxpass,12
1264,name,aux,2
1265,name,conj,1
1266,name,mark,2
1267,name,agent,2
1268,name,ccomp,1
1269,name,dative,2
1270,name,dobj,2
1271,name,npadvmod,1
1272,die,COUNT,47
1273,die,nsubj,37
1274,die,aux,3
1275,die,prep,34
1276,die,cc,10
1277,die,conj,12
1278,die,mark,3
1279,die,advcl,6
1280,die,meta,2
1281,die,dobj,3
1282,die,prt,1
1283,die,npadvmod,3
1284,die,nummod,1
1285,die,advmod,4
1286,die,dep,1
1287,age,COUNT,8
1288,age,npadvmod,2
1289,age,advmod,1
1290,age,prep,4
1291,score,COUNT,18
1292,score,nsubjpass,6
1293,score,auxpass,6
1294,score,prep,15
1295,score,cc,2
1296,score,agent,3
1297,score,aux,7
1298,score,nsubj,4
1299,score,npadvmod,1
1300,score,dobj,6
1301,score,advmod,1
1302,score,conj,1
1303,point,COUNT,1
1304,point,ccomp,1
1305,point,nsubj,1
1306,point,dobj,1
1307,speed,COUNT,2
1308,speed,nsubj,2
1309,speed,ccomp,2
1310,skate,COUNT,2
1311,star,COUNT,64
1312,star,dobj,62
1313,star,cc,1
1314,star,agent,1
1315,star,prep,6
1316,star,ccomp,1
1317,star,nsubj,2
1318,star,advmod,1
1319,move,COUNT,17
1320,move,nsubj,10
1321,move,prep,17
1322,move,advmod,6
1323,move,nsubjpass,3
1324,move,aux,3
1325,move,auxpass,3
1326,move,ccomp,4
1327,move,mark,2
1328,move,npadvmod,3
1329,move,dobj,2
1330,move,advcl,2
1331,move,conj,2
1332,move,cc,1
1333,displace,COUNT,3
1334,displace,nsubjpass,2
1335,displace,auxpass,3
1336,displace,agent,1
1337,displace,advcl,1
1338,displace,aux,1
1339,serve,COUNT,99
1340,serve,nsubjpass,4
1341,serve,auxpass,6
1342,serve,prep,129
1343,serve,nsubj,71
1344,serve,dobj,20
1345,serve,aux,10
1346,serve,advcl,6
1347,serve,ccomp,1
1348,serve,advmod,5
1349,serve,agent,5
1350,serve,mark,1
1351,serve,conj,3
1352,serve,cc,1
1353,serve,npadvmod,1
1354,count,COUNT,3
1355,count,nsubjpass,2
1356,count,aux,1
1357,count,auxpass,2
1358,count,prep,3
1359,count,nsubj,1
1360,count,dobj,1
1361,ask,COUNT,2
1362,ask,nsubjpass,1
1363,ask,auxpass,1
1364,ask,xcomp,1
1365,ask,nsubj,1
1366,ask,prep,1
1367,ask,ccomp,1
1368,evacuate,COUNT,3
1369,evacuate,aux,1
1370,evacuate,dobj,1
1371,evacuate,nsubjpass,2
1372,evacuate,auxpass,2
1373,evacuate,cc,1
1374,evacuate,conj,1
1375,bar,COUNT,1
1376,think,COUNT,5
1377,think,nsubjpass,2
1378,think,auxpass,2
1379,think,xcomp,3
1380,think,nsubj,2
1381,think,ccomp,1
1382,exist,COUNT,22
1383,exist,aux,5
1384,exist,prep,14
1385,exist,nsubj,15
1386,exist,cc,3
1387,exist,conj,3
1388,exist,advcl,2
1389,exist,advmod,5
1390,exist,npadvmod,2
1391,exist,mark,1
1392,deploy,COUNT,4
1393,deploy,nsubjpass,3
1394,deploy,aux,1
1395,deploy,auxpass,3
1396,deploy,prep,4
1397,deploy,advcl,2
1398,deploy,cc,1
1399,deploy,conj,1
1400,organize,COUNT,92
1401,organize,agent,40
1402,organize,prep,10
1403,organize,nsubj,1
1404,organize,conj,3
1405,organize,nsubjpass,9
1406,organize,aux,3
1407,organize,auxpass,10
1408,organize,advcl,4
1409,organize,npadvmod,5
1410,organize,cc,2
1411,organize,advmod,18
1412,organize,neg,1
1413,organize,dobj,1
1414,help,COUNT,4
1415,help,xcomp,3
1416,help,aux,3
1417,help,dobj,1
1418,grow,COUNT,6
1419,grow,aux,3
1420,grow,dobj,1
1421,grow,prep,3
1422,grow,agent,1
1423,grow,nsubj,3
1424,grow,advmod,3
1425,grow,cc,1
1426,grow,conj,2
1427,continue,COUNT,17
1428,continue,aux,4
1429,continue,prt,1
1430,continue,prep,6
1431,continue,nsubj,9
1432,continue,xcomp,7
1433,continue,dobj,2
1434,continue,mark,1
1435,continue,nsubjpass,1
1436,continue,auxpass,1
1437,continue,neg,1
1438,continue,advcl,2
1439,continue,advmod,1
1440,continue,npadvmod,1
1441,list,COUNT,77
1442,list,nsubjpass,51
1443,list,auxpass,54
1444,list,prep,79
1445,list,agent,5
1446,list,cc,3
1447,list,conj,3
1448,list,npadvmod,8
1449,list,dobj,2
1450,list,nsubj,2
1451,list,advmod,15
1452,list,advcl,3
1453,list,mark,4
1454,list,ccomp,4
1455,list,dep,1
1456,list,meta,2
1457,list,det,1
1458,list,nmod,1
1459,list,compound,1
1460,inhabit,COUNT,2
1461,inhabit,advmod,1
1462,inhabit,dobj,2
1463,inhabit,nsubj,1
1464,inhabit,cc,1
1465,inhabit,conj,1
1466,grant,COUNT,4
1467,grant,nsubj,2
1468,grant,dobj,3
1469,grant,prep,3
1470,grant,dative,1
1471,grant,npadvmod,1
1472,elect,COUNT,157
1473,elect,nsubjpass,38
1474,elect,auxpass,41
1475,elect,prep,38
1476,elect,agent,10
1477,elect,cc,14
1478,elect,conj,15
1479,elect,advcl,20
1480,elect,advmod,5
1481,elect,dobj,107
1482,elect,aux,97
1483,elect,nsubj,9
1484,elect,mark,1
1485,elect,npadvmod,2
1486,elect,xcomp,1
1487,write,COUNT,116
1488,write,agent,47
1489,write,cc,48
1490,write,conj,57
1491,write,prep,54
1492,write,advmod,12
1493,write,prt,1
1494,write,nsubj,8
1495,write,xcomp,1
1496,write,nsubjpass,14
1497,write,auxpass,18
1498,write,dobj,7
1499,write,subtok,7
1500,write,dep,1
1501,write,npadvmod,2
1502,write,aux,3
1503,write,meta,1
1504,write,ccomp,4
1505,write,advcl,1
1506,write,mark,1
1507,write,appos,3
1508,lose,COUNT,35
1509,lose,nsubj,6
1510,lose,prep,14
1511,lose,aux,4
1512,lose,dobj,25
1513,lose,nsubjpass,5
1514,lose,advmod,4
1515,lose,auxpass,5
1516,lose,cc,17
1517,lose,conj,18
1518,lose,mark,2
1519,lose,ccomp,1
1520,lose,advcl,1
1521,create,COUNT,51
1522,create,prep,15
1523,create,nsubjpass,26
1524,create,auxpass,27
1525,create,agent,32
1526,create,cc,7
1527,create,conj,8
1528,create,nsubj,4
1529,create,dobj,10
1530,create,aux,6
1531,create,ccomp,2
1532,create,advmod,1
1533,create,mark,1
1534,open,COUNT,17
1535,open,nsubj,11
1536,open,prep,13
1537,open,advcl,2
1538,open,npadvmod,3
1539,open,cc,7
1540,open,conj,7
1541,open,aux,1
1542,open,dobj,2
1543,open,nsubjpass,3
1544,open,auxpass,2
1545,open,mark,2
1546,appear,COUNT,20
1547,appear,nsubj,10
1548,appear,prep,20
1549,appear,aux,5
1550,appear,advmod,7
1551,appear,mark,1
1552,appear,cc,2
1553,appear,conj,3
1554,appear,npadvmod,1
1555,appear,ccomp,1
1556,appear,dobj,1
1557,appear,neg,1
1558,press,COUNT,8
1559,press,nsubj,1
1560,press,nsubjpass,5
1561,press,auxpass,5
1562,press,prep,3
1563,press,advcl,1
1564,pay,COUNT,10
1565,pay,prt,1
1566,pay,nsubj,2
1567,pay,advmod,1
1568,pay,dobj,3
1569,pay,cc,3
1570,pay,conj,3
1571,pay,nsubjpass,2
1572,pay,auxpass,3
1573,pay,prep,5
1574,pay,advcl,2
1575,pay,ccomp,1
1576,pay,npadvmod,1
1577,pay,amod,1
1578,pay,aux,2
1579,pay,dative,1
1580,pay,mark,1
1581,center,COUNT,3
1582,center,prep,3
1583,reach,COUNT,31
1584,reach,advmod,4
1585,reach,nsubj,15
1586,reach,dobj,31
1587,reach,prep,21
1588,reach,mark,1
1589,reach,intj,1
1590,reach,aux,4
1591,reach,advcl,1
1592,reach,cc,2
1593,reach,npadvmod,3
1594,reach,dep,1
1595,reach,conj,1
1596,record,COUNT,55
1597,record,prep,55
1598,record,nsubjpass,31
1599,record,auxpass,33
1600,record,cc,13
1601,record,conj,11
1602,record,nsubj,4
1603,record,ccomp,2
1604,record,advmod,14
1605,record,agent,5
1606,record,advcl,3
1607,record,aux,7
1608,record,npadvmod,2
1609,record,mark,1
1610,record,subtok,1
1611,record,dobj,2
1612,record,det,1
1613,record,compound,1
1614,record,acl,2
1615,record,meta,1
1616,believe,COUNT,5
1617,believe,auxpass,4
1618,believe,xcomp,4
1619,believe,nsubjpass,3
1620,believe,nsubj,1
1621,believe,dobj,1
1622,believe,ccomp,1
1623,vike,COUNT,1
1624,engage,COUNT,1
1625,engage,advmod,1
1626,engage,prep,1
1627,can,COUNT,17
1628,see,COUNT,121
1629,see,nsubjpass,2
1630,see,aux,12
1631,see,advmod,13
1632,see,auxpass,2
1633,see,npadvmod,2
1634,see,prep,25
1635,see,dobj,74
1636,see,ccomp,43
1637,see,nsubj,101
1638,see,cc,8
1639,see,conj,10
1640,see,meta,2
1641,see,advcl,5
1642,see,nummod,1
1643,see,mark,1
1644,disuse,COUNT,1
1645,earn,COUNT,10
1646,earn,nsubj,4
1647,earn,dobj,11
1648,earn,prep,3
1649,earn,cc,2
1650,earn,conj,2
1651,earn,aux,3
1652,earn,dative,2
1653,receive,COUNT,29
1654,receive,nsubj,17
1655,receive,dobj,24
1656,receive,xcomp,1
1657,receive,ccomp,1
1658,receive,advmod,5
1659,receive,mark,5
1660,receive,prep,15
1661,receive,aux,4
1662,receive,cc,2
1663,receive,conj,2
1664,receive,nsubjpass,5
1665,receive,auxpass,5
1666,receive,npadvmod,1
1667,receive,meta,1
1668,receive,agent,3
1669,receive,neg,1
1670,receive,advcl,1
1671,praise,COUNT,3
1672,praise,nsubj,2
1673,praise,dobj,2
1674,praise,nsubjpass,1
1675,praise,aux,1
1676,praise,auxpass,1
1677,praise,prep,1
1678,promote,COUNT,12
1679,promote,nsubjpass,3
1680,promote,auxpass,5
1681,promote,advmod,2
1682,promote,agent,3
1683,promote,aux,3
1684,promote,dobj,3
1685,promote,prep,8
1686,promote,npadvmod,2
1687,promote,ccomp,1
1688,promote,xcomp,1
1689,promote,cc,1
1690,promote,conj,1
1691,promote,nsubj,1
1692,oppose,COUNT,2
1693,oppose,nsubj,1
1694,oppose,dobj,1
1695,oppose,advmod,1
1696,oppose,prep,1
1697,aim,COUNT,4
1698,aim,nsubj,2
1699,aim,xcomp,1
1700,aim,advcl,1
1701,aim,prep,3
1702,obtain,COUNT,8
1703,obtain,aux,4
1704,obtain,dobj,4
1705,obtain,prep,9
1706,obtain,mark,1
1707,obtain,nsubj,2
1708,obtain,cc,1
1709,obtain,conj,1
1710,obtain,nsubjpass,4
1711,obtain,auxpass,4
1712,obtain,agent,1
1713,obtain,advcl,1
1714,understand,COUNT,2
1715,understand,aux,2
1716,understand,advmod,1
1717,understand,dobj,2
1718,assess,COUNT,3
1719,assess,aux,2
1720,assess,dobj,2
1721,assess,mark,2
1722,assess,agent,1
1723,assess,prep,1
1724,assess,nsubj,1
1725,hold,COUNT,898
1726,hold,prep,1319
1727,hold,nsubjpass,438
1728,hold,auxpass,534
1729,hold,advmod,14
1730,hold,nsubj,16
1731,hold,dobj,12
1732,hold,mark,2
1733,hold,advcl,85
1734,hold,ccomp,14
1735,hold,agent,21
1736,hold,cc,18
1737,hold,conj,20
1738,hold,npadvmod,46
1739,hold,amod,4
1740,hold,dep,1
1741,hold,prt,1
1742,hold,det,3
1743,hold,oprd,1
1744,hold,aux,14
1745,hold,meta,11
1746,report,COUNT,8
1747,report,ccomp,1
1748,report,nsubjpass,8
1749,report,auxpass,8
1750,report,prep,5
1751,report,cc,3
1752,report,conj,3
1753,report,xcomp,3
1754,report,aux,2
1755,report,advcl,1
1756,report,mark,1
1757,report,advmod,1
1758,estimate,COUNT,4
1759,estimate,prep,3
1760,estimate,mark,1
1761,estimate,nsubj,1
1762,estimate,ccomp,1
1763,devote,COUNT,1
1764,devote,prep,1
1765,improve,COUNT,2
1766,improve,dobj,1
1767,affect,COUNT,7
1768,affect,agent,2
1769,affect,nsubjpass,3
1770,affect,auxpass,3
1771,affect,advcl,3
1772,affect,dobj,3
1773,affect,aux,3
1774,affect,nsubj,1
1775,affect,prep,2
1776,affect,mark,1
1777,affect,advmod,1
1778,begin,COUNT,44
1779,begin,nsubj,36
1780,begin,advmod,14
1781,begin,prep,35
1782,begin,advcl,4
1783,begin,cc,5
1784,begin,conj,5
1785,begin,xcomp,3
1786,begin,dobj,6
1787,begin,mark,15
1788,begin,npadvmod,2
1789,begin,nsubjpass,1
1790,begin,auxpass,1
1791,begin,parataxis,1
1792,begin,ccomp,1
1793,begin,aux,2
1794,begin,neg,1
1795,begin,pobj,1
1796,stylize,COUNT,4
1797,stylize,prep,4
1798,stylize,nsubj,1
1799,stylize,advmod,1
1800,stylize,conj,1
1801,launch,COUNT,14
1802,launch,agent,1
1803,launch,prep,19
1804,launch,nsubj,6
1805,launch,advmod,4
1806,launch,aux,1
1807,launch,npadvmod,2
1808,launch,advcl,1
1809,launch,mark,1
1810,launch,nsubjpass,3
1811,launch,auxpass,4
1812,launch,meta,1
1813,launch,cc,1
1814,launch,conj,1
1815,let,COUNT,3
1816,let,nsubj,3
1817,let,ccomp,3
1818,let,cc,1
1819,let,conj,1
1820,share,COUNT,5
1821,share,agent,2
1822,share,mark,1
1823,share,prep,1
1824,share,nsubj,1
1825,share,advmod,2
1826,share,dobj,2
1827,discover,COUNT,19
1828,discover,dobj,2
1829,discover,cc,2
1830,discover,conj,2
1831,discover,nsubjpass,5
1832,discover,auxpass,8
1833,discover,prep,17
1834,discover,agent,5
1835,discover,npadvmod,1
1836,discover,advcl,2
1837,discover,aux,3
1838,do,COUNT,31
1839,do,advmod,6
1840,do,prep,8
1841,do,aux,4
1842,do,dobj,5
1843,do,ccomp,3
1844,do,nsubj,7
1845,do,mark,1
1846,do,meta,1
1847,do,agent,1
1848,Get,COUNT,3
1849,Get,aux,1
1850,Get,nsubj,1
1851,Get,advmod,1
1852,Get,cc,1
1853,Get,conj,1
1854,Get,amod,1
1855,Get,compound,1
1856,Get,dobj,2
1857,Get,prep,1
1858,Get,agent,1
1859,utilize,COUNT,1
1860,utilize,nsubj,1
1861,utilize,dobj,1
1862,ultrasound,COUNT,1
1863,deliver,COUNT,13
1864,deliver,nsubjpass,5
1865,deliver,auxpass,6
1866,deliver,prep,16
1867,deliver,advcl,1
1868,deliver,dobj,2
1869,deliver,agent,2
1870,deliver,aux,1
1871,deliver,advmod,1
1872,deliver,acomp,1
1873,deliver,npadvmod,1
1874,deliver,nsubj,1
1875,end,COUNT,20
1876,end,npadvmod,9
1877,end,mark,1
1878,end,nsubj,5
1879,end,prep,10
1880,end,advmod,1
1881,end,ccomp,1
1882,end,advcl,1
1883,end,dobj,3
1884,end,aux,1
1885,distribute,COUNT,11
1886,distribute,nsubjpass,6
1887,distribute,auxpass,6
1888,distribute,npadvmod,3
1889,distribute,prep,7
1890,distribute,agent,3
1891,distribute,advmod,1
1892,reserve,COUNT,7
1893,reserve,prep,5
1894,reserve,nsubj,1
1895,reserve,dobj,1
1896,reserve,nsubjpass,4
1897,reserve,auxpass,4
1898,reserve,cc,1
1899,reserve,conj,1
1900,Must,COUNT,1
1901,hear,COUNT,3
1902,hear,nummod,1
1903,hear,npadvmod,1
1904,hear,nsubj,1
1905,hear,aux,1
1906,hear,agent,1
1907,hear,prep,2
1908,hear,ccomp,1
1909,hear,nsubjpass,1
1910,hear,auxpass,1
1911,fundraise,COUNT,1
1912,mine,COUNT,1
1913,mine,nsubjpass,1
1914,mine,auxpass,1
1915,mine,prep,1
1916,mine,cc,1
1917,mine,conj,1
1918,peak,COUNT,11
1919,peak,prep,14
1920,peak,nsubj,7
1921,peak,cc,4
1922,peak,conj,4
1923,peak,dobj,1
1924,peak,meta,1
1925,peak,advmod,1
1926,lie,COUNT,6
1927,lie,nsubj,5
1928,lie,prep,4
1929,lie,npadvmod,1
1930,choose,COUNT,71
1931,choose,nsubjpass,15
1932,choose,auxpass,15
1933,choose,prep,67
1934,choose,xcomp,5
1935,choose,mark,3
1936,choose,agent,45
1937,choose,cc,2
1938,choose,conj,2
1939,choose,nsubj,13
1940,choose,advmod,4
1941,choose,advcl,3
1942,choose,dobj,11
1943,reduce,COUNT,4
1944,reduce,nsubjpass,2
1945,reduce,auxpass,2
1946,reduce,advmod,2
1947,reduce,prep,5
1948,reduce,nsubj,2
1949,reduce,aux,3
1950,reduce,dobj,2
1951,reduce,ccomp,1
1952,reduce,prt,1
1953,animate,COUNT,8
1954,animate,npadvmod,1
1955,animate,dobj,1
1956,animate,nsubj,1
1957,abridge,COUNT,1
1958,abridge,nsubjpass,1
1959,abridge,aux,1
1960,abridge,auxpass,1
1961,abridge,cc,1
1962,abridge,conj,1
1963,span,COUNT,3
1964,span,dobj,2
1965,span,npadvmod,1
1966,beat,COUNT,12
1967,beat,aux,1
1968,beat,dobj,11
1969,beat,nsubj,3
1970,beat,npadvmod,2
1971,beat,prep,9
1972,beat,advmod,1
1973,beat,agent,1
1974,cast,COUNT,10
1975,cast,dobj,7
1976,cast,nsubj,3
1977,cast,advmod,2
1978,cast,advcl,1
1979,cast,prep,4
1980,cast,dative,1
1981,cast,amod,2
1982,cast,nsubjpass,1
1983,cast,auxpass,2
1984,cast,appos,1
1985,mention,COUNT,4
1986,mention,advmod,2
1987,mention,nsubj,1
1988,mention,ccomp,2
1989,mention,compound,1
1990,mention,npadvmod,1
1991,mention,prep,1
1992,mention,dobj,1
1993,show,COUNT,20
1994,show,nsubj,10
1995,show,prep,12
1996,show,nsubjpass,4
1997,show,auxpass,4
1998,show,aux,4
1999,show,dobj,9
2000,show,advcl,2
2001,show,cc,2
2002,show,conj,2
2003,show,advmod,3
2004,show,ccomp,2
2005,network,COUNT,1
2006,network,mark,1
2007,network,nsubjpass,1
2008,network,auxpass,1
2009,network,prep,1
2010,commit,COUNT,7
2011,commit,advmod,1
2012,commit,nsubj,2
2013,commit,dobj,2
2014,commit,prep,6
2015,commit,npadvmod,1
2016,commit,mark,1
2017,mint,COUNT,3
2018,mint,nsubjpass,3
2019,mint,auxpass,3
2020,mint,prep,3
2021,mint,cc,1
2022,mint,conj,1
2023,mint,advcl,1
2024,mint,mark,1
2025,mint,advmod,1
2026,appoint,COUNT,13
2027,appoint,nsubjpass,8
2028,appoint,auxpass,10
2029,appoint,oprd,2
2030,appoint,aux,2
2031,appoint,agent,2
2032,appoint,prep,8
2033,appoint,cc,2
2034,appoint,conj,2
2035,appoint,npadvmod,2
2036,appoint,nsubj,1
2037,appoint,dobj,1
2038,appoint,xcomp,2
2039,enthrone,COUNT,1
2040,enthrone,auxpass,1
2041,enthrone,prep,1
2042,participate,COUNT,155
2043,participate,nsubj,146
2044,participate,aux,18
2045,participate,prep,142
2046,participate,advcl,14
2047,participate,cc,33
2048,participate,conj,33
2049,participate,advmod,8
2050,participate,ccomp,1
2051,participate,nsubjpass,2
2052,participate,auxpass,2
2053,participate,npadvmod,2
2054,participate,xcomp,1
2055,participate,mark,1
2056,participate,neg,2
2057,ca,COUNT,15
2058,ca,nsubj,9
2059,ca,aux,3
2060,ca,npadvmod,1
2061,ca,meta,1
2062,premiere,COUNT,8
2063,premiere,nsubj,6
2064,premiere,prep,10
2065,premiere,cc,1
2066,premiere,conj,1
2067,premiere,dobj,1
2068,premiere,agent,1
2069,premiere,nsubjpass,1
2070,premiere,auxpass,1
2071,premiere,npadvmod,1
2072,premiere,parataxis,1
2073,mill,COUNT,1
2074,manufacture,COUNT,10
2075,manufacture,advmod,3
2076,manufacture,agent,7
2077,manufacture,mark,1
2078,manufacture,nsubjpass,4
2079,manufacture,auxpass,4
2080,manufacture,prep,3
2081,manufacture,aux,1
2082,manufacture,advcl,1
2083,manufacture,nsubj,1
2084,manufacture,dobj,1
2085,manufacture,ccomp,1
2086,back,COUNT,1
2087,back,dobj,1
2088,illustrate,COUNT,2
2089,illustrate,agent,1
2090,co,COUNT,12
2091,implement,COUNT,5
2092,implement,nsubj,2
2093,implement,dobj,2
2094,implement,prep,1
2095,implement,cc,1
2096,implement,conj,1
2097,implement,aux,2
2098,implement,nsubjpass,1
2099,implement,auxpass,1
2100,implement,agent,1
2101,fortify,COUNT,1
2102,fortify,nsubj,1
2103,fortify,dobj,1
2104,photocopy,COUNT,1
2105,photocopy,nsubj,1
2106,photocopy,prep,1
2107,accredit,COUNT,4
2108,accredit,prep,4
2109,accredit,nsubjpass,1
2110,accredit,auxpass,1
2111,accredit,advcl,2
2112,sanction,COUNT,35
2113,sanction,agent,3
2114,sanction,npadvmod,11
2115,sanction,dobj,11
2116,sanction,nsubj,6
2117,sanction,ccomp,1
2118,sanction,nsubjpass,1
2119,sanction,auxpass,1
2120,select,COUNT,62
2121,select,nsubjpass,25
2122,select,auxpass,26
2123,select,agent,11
2124,select,prep,53
2125,select,cc,4
2126,select,conj,3
2127,select,advmod,2
2128,select,aux,7
2129,select,parataxis,1
2130,select,advcl,4
2131,select,mark,2
2132,select,dobj,5
2133,select,xcomp,1
2134,select,meta,1
2135,select,npadvmod,1
2136,pair,COUNT,1
2137,pair,prep,1
2138,mentor,COUNT,1
2139,mentor,nsubj,1
2140,mentor,cc,1
2141,mentor,conj,1
2142,face,COUNT,2
2143,face,nsubj,1
2144,face,dobj,2
2145,face,prep,1
2146,finish,COUNT,99
2147,finish,nsubj,25
2148,finish,npadvmod,20
2149,finish,prep,103
2150,finish,dobj,40
2151,finish,advmod,14
2152,finish,nsubjpass,4
2153,finish,auxpass,4
2154,finish,aux,4
2155,finish,xcomp,1
2156,finish,ccomp,1
2157,finish,cc,3
2158,finish,conj,2
2159,finish,advcl,1
2160,finish,meta,4
2161,title,COUNT,5
2162,title,npadvmod,4
2163,title,advmod,1
2164,title,oprd,1
2165,put,COUNT,7
2166,put,prep,7
2167,put,nsubj,3
2168,put,aux,2
2169,put,prt,2
2170,put,dobj,3
2171,put,nsubjpass,2
2172,put,auxpass,3
2173,put,advmod,2
2174,put,cc,2
2175,put,conj,2
2176,rank,COUNT,23
2177,rank,nsubj,5
2178,rank,dobj,4
2179,rank,prep,11
2180,rank,advmod,8
2181,rank,nsubjpass,3
2182,rank,auxpass,4
2183,rank,neg,1
2184,rank,advcl,1
2185,rank,intj,1
2186,rank,compound,2
2187,rank,oprd,1
2188,rank,det,1
2189,rank,acl,1
2190,rank,npadvmod,2
2191,rank,agent,1
2192,portray,COUNT,3
2193,portray,nsubj,2
2194,portray,dobj,3
2195,portray,cc,1
2196,portray,conj,1
2197,portray,prep,2
2198,portray,aux,1
2199,draw,COUNT,13
2200,draw,agent,1
2201,draw,prep,11
2202,draw,dobj,2
2203,draw,nsubj,1
2204,merge,COUNT,6
2205,merge,nsubj,3
2206,merge,prep,6
2207,merge,cc,2
2208,merge,conj,2
2209,merge,dobj,1
2210,merge,advmod,1
2211,combine,COUNT,33
2212,combine,dobj,1
2213,combine,xcomp,1
2214,combine,prep,2
2215,turn,COUNT,11
2216,turn,nsubj,9
2217,turn,advmod,2
2218,turn,prep,4
2219,turn,mark,5
2220,turn,dobj,7
2221,turn,prt,3
2222,turn,cc,2
2223,turn,conj,2
2224,turn,acomp,1
2225,read,COUNT,4
2226,read,nsubj,3
2227,read,aux,2
2228,read,preconj,1
2229,read,cc,2
2230,read,conj,2
2231,read,dobj,2
2232,read,npadvmod,1
2233,read,dep,1
2234,read,nsubjpass,1
2235,read,auxpass,1
2236,read,prep,2
2237,get,COUNT,7
2238,get,prep,4
2239,get,nsubj,3
2240,get,dobj,4
2241,get,aux,2
2242,get,neg,1
2243,give,COUNT,32
2244,give,dative,10
2245,give,nsubjpass,14
2246,give,auxpass,14
2247,give,advmod,8
2248,give,prep,17
2249,give,dobj,17
2250,give,nsubj,6
2251,give,dep,1
2252,give,cc,4
2253,give,conj,3
2254,give,aux,3
2255,give,prt,3
2256,give,pobj,1
2257,give,ccomp,1
2258,give,npadvmod,1
2259,give,agent,4
2260,give,advcl,1
2261,give,meta,1
2262,fall,COUNT,7
2263,fall,nsubj,6
2264,fall,aux,2
2265,fall,prep,7
2266,fall,advmod,4
2267,fall,npadvmod,1
2268,involve,COUNT,26
2269,involve,nsubj,10
2270,involve,dobj,16
2271,involve,prep,14
2272,involve,nsubjpass,6
2273,involve,aux,1
2274,involve,advmod,1
2275,involve,auxpass,6
2276,involve,advcl,2
2277,involve,cc,1
2278,involve,conj,2
2279,involve,npadvmod,2
2280,involve,ccomp,1
2281,curate,COUNT,1
2282,curate,agent,1
2283,update,COUNT,1
2284,add,COUNT,42
2285,add,nsubjpass,30
2286,add,prep,60
2287,add,auxpass,29
2288,add,nsubj,7
2289,add,dobj,6
2290,add,cc,3
2291,add,conj,3
2292,add,meta,2
2293,add,ccomp,1
2294,add,aux,1
2295,add,advmod,1
2296,add,mark,2
2297,add,advcl,1
2298,svih,COUNT,1
2299,svih,nsubj,1
2300,svih,dobj,1
2301,compile,COUNT,1
2302,compile,agent,1
2303,attend,COUNT,15
2304,attend,nsubj,14
2305,attend,dobj,14
2306,attend,prep,4
2307,attend,cc,2
2308,attend,conj,2
2309,attend,advmod,2
2310,attend,advcl,1
2311,register,COUNT,16
2312,register,nsubjpass,3
2313,register,aux,2
2314,register,auxpass,3
2315,register,prep,6
2316,register,nsubj,2
2317,register,xcomp,1
2318,register,mark,1
2319,register,advmod,2
2320,register,dobj,1
2321,celebrate,COUNT,18
2322,celebrate,mark,1
2323,celebrate,nsubj,4
2324,celebrate,dobj,8
2325,celebrate,nsubjpass,6
2326,celebrate,auxpass,6
2327,celebrate,advmod,1
2328,celebrate,prep,10
2329,celebrate,agent,3
2330,celebrate,npadvmod,4
2331,celebrate,appos,1
2332,celebrate,aux,7
2333,benefit,COUNT,3
2334,benefit,aux,3
2335,benefit,dobj,3
2336,benefit,prep,1
2337,sit,COUNT,3
2338,sit,nsubj,2
2339,sit,prep,5
2340,test,COUNT,5
2341,test,aux,4
2342,test,dobj,2
2343,test,advmod,1
2344,test,nsubjpass,1
2345,test,auxpass,1
2346,test,prep,1
2347,rimantadine,COUNT,1
2348,rimantadine,aux,1
2349,recommend,COUNT,3
2350,recommend,nsubjpass,1
2351,recommend,auxpass,1
2352,recommend,advmod,1
2353,recommend,xcomp,2
2354,recommend,ccomp,1
2355,recommend,meta,1
2356,recommend,nsubj,1
2357,prescribe,COUNT,1
2358,prescribe,aux,1
2359,prescribe,prep,1
2360,graduate,COUNT,2
2361,graduate,prep,2
2362,graduate,nsubj,1
2363,graduate,aux,1
2364,enter,COUNT,61
2365,enter,nsubj,46
2366,enter,aux,5
2367,enter,dobj,33
2368,enter,npadvmod,1
2369,enter,conj,15
2370,enter,nsubjpass,12
2371,enter,auxpass,12
2372,enter,prep,34
2373,enter,cc,11
2374,enter,mark,2
2375,enter,advmod,3
2376,enter,agent,1
2377,enter,advcl,1
2378,double,COUNT,3
2379,double,poss,1
2380,double,amod,1
2381,double,compound,1
2382,double,nsubj,2
2383,double,preconj,1
2384,double,dobj,1
2385,double,advmod,1
2386,double,prep,1
2387,bind,COUNT,3
2388,bind,nsubj,1
2389,bind,prep,1
2390,bind,det,1
2391,regulate,COUNT,3
2392,regulate,nsubjpass,1
2393,regulate,auxpass,1
2394,regulate,aux,1
2395,regulate,cc,1
2396,regulate,conj,1
2397,regulate,nsubj,1
2398,regulate,agent,1
2399,injure,COUNT,29
2400,injure,nsubjpass,21
2401,injure,auxpass,21
2402,injure,advcl,3
2403,injure,nsubj,4
2404,injure,prep,9
2405,injure,advmod,5
2406,injure,mark,2
2407,injure,dobj,1
2408,injure,npadvmod,1
2409,injure,cc,1
2410,injure,conj,1
2411,ignite,COUNT,2
2412,ignite,advmod,2
2413,ignite,nsubj,2
2414,ignite,prep,2
2415,rescue,COUNT,2
